sentiment,content,processing_result
2,dubai united arab emirates ap qatar recently arrested least 60 foreign workers protested going months without pay deported advocacy group said three months doha hosts 2022 fifa world cup,"['dubai', 'unit', 'arab', 'emir', 'ap', 'qatar', 'recent', 'arrest', 'least', '60', 'foreign', 'worker', 'protest', 'go', 'month', 'without', 'pay', 'deport', 'advocaci', 'group', 'said', 'three', 'month', 'doha', 'host', '2022', 'fifa', 'world', 'cup']"
1,mass casualty simulation exercise held ahead fifa world cup qatar 2022,"['mass', 'casualti', 'simul', 'exercis', 'held', 'ahead', 'fifa', 'world', 'cup', 'qatar', '2022']"
0,countdown champs 90 days start 2022 world cup,"['countdown', 'champ', '90', 'day', 'start', '2022', 'world', 'cup']"
2,less 90 days kick migrant workers building parts world cups venues many died payed workers protesting wage theft arrested qatari authorities,"['less', '90', 'day', 'kick', 'migrant', 'worker', 'build', 'part', 'world', 'cup', 'venu', 'mani', 'die', 'pay', 'worker', 'protest', 'wage', 'theft', 'arrest', 'qatari', 'author']"
0,fifa world cup qatar 2022 countdown 89 days kicks,"['fifa', 'world', 'cup', 'qatar', '2022', 'countdown', '89', 'day', 'kick']"
2,greek pm accepted qatar princes invitation watch despite fact thousand migrants working slaves died venues construction support saudi arabia prince searches bloody dollars qatar,"['greek', 'pm', 'accept', 'qatar', 'princ', 'invit', 'watch', 'despit', 'fact', 'thousand', 'migrant', 'work', 'slave', 'die', 'venu', 'construct', 'support', 'saudi', 'arabia', 'princ', 'search', 'bloodi', 'dollar', 'qatar']"
1,great news upcoming soccer world cup assist providing security mega football event heroes continue make us proud every time,"['great', 'news', 'upcom', 'soccer', 'world', 'cup', 'assist', 'provid', 'secur', 'mega', 'footbal', 'event', 'hero', 'continu', 'make', 'us', 'proud', 'everi', 'time']"
1,signing agreement state qatar pakistan army provision security upcoming fifa world cup 2022 2022,"['sign', 'agreement', 'state', 'qatar', 'pakistan', 'armi', 'provis', 'secur', 'upcom', 'fifa', 'world', 'cup', '2022', '2022']"
0,reference fifa world cup qatar 2022 match schedule,"['refer', 'fifa', 'world', 'cup', 'qatar', '2022', 'match', 'schedul']"
1,federal cabinet monday approved signing agreement state qatar pakistan army provision security upcoming fifa world cup 2022 general bajwa pakistan army,"['feder', 'cabinet', 'monday', 'approv', 'sign', 'agreement', 'state', 'qatar', 'pakistan', 'armi', 'provis', 'secur', 'upcom', 'fifa', 'world', 'cup', '2022', 'gener', 'bajwa', 'pakistan', 'armi']"
1,pakistan army provide security qatar 2022 fifa world cup,"['pakistan', 'armi', 'provid', 'secur', 'qatar', '2022', 'fifa', 'world', 'cup']"
1,gearing host football fans across globe fifa qatar 2022 dedicated set across emirate,"['gear', 'host', 'footbal', 'fan', 'across', 'globe', 'fifa', 'qatar', '2022', 'dedic', 'set', 'across', 'emir']"
1,pakistan army assist qatar security fifa world cup,"['pakistan', 'armi', 'assist', 'qatar', 'secur', 'fifa', 'world', 'cup']"
0,less 100 days qatar 2022 world cup take place top countries compete 2022 world cup qatar trophy prepare world cup need know guide qatar 2022 fifa world cup read,"['less', '100', 'day', 'qatar', '2022', 'world', 'cup', 'take', 'place', 'top', 'countri', 'compet', '2022', 'world', 'cup', 'qatar', 'trophi', 'prepar', 'world', 'cup', 'need', 'know', 'guid', 'qatar', '2022', 'fifa', 'world', 'cup', 'read']"
1,fifa world cup qatar 2022 approaching several companies opening branches country boosting demand office space supply,"['fifa', 'world', 'cup', 'qatar', '2022', 'approach', 'sever', 'compani', 'open', 'branch', 'countri', 'boost', 'demand', 'offic', 'space', 'suppli']"
1,gearing host football fans across world fifa qatar 2022 dedicated fan zones set across emirate,"['gear', 'host', 'footbal', 'fan', 'across', 'world', 'fifa', 'qatar', '2022', 'dedic', 'fan', 'zone', 'set', 'across', 'emir']"
0,qatar 2022 dress code tourists fifa world cup host country,"['qatar', '2022', 'dress', 'code', 'tourist', 'fifa', 'world', 'cup', 'host', 'countri']"
1,pakistan approved agreement provide security football world cup qatar federal info minister talking foreign news agency said cabinet approved security agreement qatar,"['pakistan', 'approv', 'agreement', 'provid', 'secur', 'footbal', 'world', 'cup', 'qatar', 'feder', 'info', 'minist', 'talk', 'foreign', 'news', 'agenc', 'said', 'cabinet', 'approv', 'secur', 'agreement', 'qatar']"
2,hotel hosting failed pay workers overtime owes money even wealthy players tourists sleep facilities morgs report findings,"['hotel', 'host', 'fail', 'pay', 'worker', 'overtim', 'owe', 'money', 'even', 'wealthi', 'player', 'tourist', 'sleep', 'facil', 'morg', 'report', 'find']"
1,qatar 2022 fifa president briefs greek prime minister world cup latest preparations cup 2022,"['qatar', '2022', 'fifa', 'presid', 'brief', 'greek', 'prime', 'minist', 'world', 'cup', 'latest', 'prepar', 'cup', '2022']"
0,find venue year fifa world cup final,"['find', 'venu', 'year', 'fifa', 'world', 'cup', 'final']"
2,controversy continues 60 migrant workers arrested protesting dire conditions,"['controversi', 'continu', '60', 'migrant', 'worker', 'arrest', 'protest', 'dire', 'condit']"
2,ever wonder owns media rights defined fifa tv radio mobile internet country others check list media rights around world,"['ever', 'wonder', 'own', 'media', 'right', 'defin', 'fifa', 'tv', 'radio', 'mobil', 'internet', 'countri', 'other', 'check', 'list', 'media', 'right', 'around', 'world']"
1,google pixel kfc delivery signed sponsor itv fifa world cup qatar 2022 coverage details,"['googl', 'pixel', 'kfc', 'deliveri', 'sign', 'sponsor', 'itv', 'fifa', 'world', 'cup', 'qatar', '2022', 'coverag', 'detail']"
1,federal cabinet monday approved agreement qatar pakistan army security fifa world cup 2022 scheduled held gulf state later year,"['feder', 'cabinet', 'monday', 'approv', 'agreement', 'qatar', 'pakistan', 'armi', 'secur', 'fifa', 'world', 'cup', '2022', 'schedul', 'held', 'gulf', 'state', 'later', 'year']"
1,icymi released second official 2022 single arhbo featuring although arhbo means welcome english qatar necessarily opening arms every tourist,"['icymi', 'releas', 'second', 'offici', '2022', 'singl', 'arhbo', 'featur', 'although', 'arhbo', 'mean', 'welcom', 'english', 'qatar', 'necessarili', 'open', 'arm', 'everi', 'tourist']"
0,fifa world cup qatar 2022 countdown 90 days kicks,"['fifa', 'world', 'cup', 'qatar', '2022', 'countdown', '90', 'day', 'kick']"
1,army ensure world cup 2022 security,"['armi', 'ensur', 'world', 'cup', '2022', 'secur']"
0,90 days away start heres first many facts bring preparation big event time featuring legend,"['90', 'day', 'away', 'start', 'here', 'first', 'mani', 'fact', 'bring', 'prepar', 'big', 'event', 'time', 'featur', 'legend']"
2,late pay 1 2 3 4 days happen imagine 7 months without pay foreign worker environment air conditioning living quarters avg temp 105 106,"['late', 'pay', '1', '2', '3', '4', 'day', 'happen', 'imagin', '7', 'month', 'without', 'pay', 'foreign', 'worker', 'environ', 'air', 'condit', 'live', 'quarter', 'avg', 'temp', '105', '106']"
1,pakistan army assist qatar security upcoming fifa world cup 2022 federal cabinet gave approval pakistan army qatar agreement providing assistance mega football event,"['pakistan', 'armi', 'assist', 'qatar', 'secur', 'upcom', 'fifa', 'world', 'cup', '2022', 'feder', 'cabinet', 'gave', 'approv', 'pakistan', 'armi', 'qatar', 'agreement', 'provid', 'assist', 'mega', 'footbal', 'event']"
0,relentless asamoah gyan says wants earn black stars call fifa 2022 world cup,"['relentless', 'asamoah', 'gyan', 'say', 'want', 'earn', 'black', 'star', 'call', 'fifa', '2022', 'world', 'cup']"
2,three months doha hosts 2022 fifa world cup reportedly deported least 60 foreign workers recently arrested protested spending months without pay,"['three', 'month', 'doha', 'host', '2022', 'fifa', 'world', 'cup', 'reportedli', 'deport', 'least', '60', 'foreign', 'worker', 'recent', 'arrest', 'protest', 'spend', 'month', 'without', 'pay']"
0,new emir hh amp greek pm k visit qatar olympic amp sports museum 3 2 1 qatar fifa22 fifaworldcup olympic,"['new', 'emir', 'hh', 'amp', 'greek', 'pm', 'k', 'visit', 'qatar', 'olymp', 'amp', 'sport', 'museum', '3', '2', '1', 'qatar', 'fifa22', 'fifaworldcup', 'olymp']"
1,government qatar requested government pakistan provide security personnel enhanced protection request pakistan army shall deployed qatar security fifa 2022 world cup,"['govern', 'qatar', 'request', 'govern', 'pakistan', 'provid', 'secur', 'personnel', 'enhanc', 'protect', 'request', 'pakistan', 'armi', 'shall', 'deploy', 'qatar', 'secur', 'fifa', '2022', 'world', 'cup']"
1,taking fans fifa world cup making 5000 fan dreams reality part historic event contact us today official hospitality packages,"['take', 'fan', 'fifa', 'world', 'cup', 'make', '5000', 'fan', 'dream', 'realiti', 'part', 'histor', 'event', 'contact', 'us', 'today', 'offici', 'hospit', 'packag']"
1,pakistan army assist qatar security upcoming fifa world cup 2022,"['pakistan', 'armi', 'assist', 'qatar', 'secur', 'upcom', 'fifa', 'world', 'cup', '2022']"
0,108 days go qatar hosts first middle east arab world,"['108', 'day', 'go', 'qatar', 'host', 'first', 'middl', 'east', 'arab', 'world']"
1,fifa saturday released second single fifa world cup qatar 2022 official soundtrack single arhbo features congolese french rapper gims latin grammy winning puerto rican artiste ozuna warning enough enough chi chi neto,"['fifa', 'saturday', 'releas', 'second', 'singl', 'fifa', 'world', 'cup', 'qatar', '2022', 'offici', 'soundtrack', 'singl', 'arhbo', 'featur', 'congoles', 'french', 'rapper', 'gim', 'latin', 'grammi', 'win', 'puerto', 'rican', 'artist', 'ozuna', 'warn', 'enough', 'enough', 'chi', 'chi', 'neto']"
1,fifa released second official soundtrack world cup qatar 2022 soundtrack arhbo featuring congolese french rapper gims latin grammy winning puerto rican artist,"['fifa', 'releas', 'second', 'offici', 'soundtrack', 'world', 'cup', 'qatar', '2022', 'soundtrack', 'arhbo', 'featur', 'congoles', 'french', 'rapper', 'gim', 'latin', 'grammi', 'win', 'puerto', 'rican', 'artist']"
0,booked tickets fifa world cup qatar 2022 reel instgram instagram social media platforms see 20th november 18th december 2022,"['book', 'ticket', 'fifa', 'world', 'cup', 'qatar', '2022', 'reel', 'instgram', 'instagram', 'social', 'media', 'platform', 'see', '20th', 'novemb', '18th', 'decemb', '2022']"
2,itv fifa world cup qatar 2022 coverage jointly sponsored world cup event become controversial qatar host nation due human rights concerns sponsors include,"['itv', 'fifa', 'world', 'cup', 'qatar', '2022', 'coverag', 'jointli', 'sponsor', 'world', 'cup', 'event', 'becom', 'controversi', 'qatar', 'host', 'nation', 'due', 'human', 'right', 'concern', 'sponsor', 'includ']"
0,2022 hyundai kona electric makes every drive enjoyable front ventilated heated seats book test drive get chance win trip fifa world cup qatar 2022 details call 97310 97310 visit,"['2022', 'hyundai', 'kona', 'electr', 'make', 'everi', 'drive', 'enjoy', 'front', 'ventil', 'heat', 'seat', 'book', 'test', 'drive', 'get', 'chanc', 'win', 'trip', 'fifa', 'world', 'cup', 'qatar', '2022', 'detail', 'call', '97310', '97310', 'visit']"
0,guus hiddink help australias world cup build,"['guu', 'hiddink', 'help', 'australia', 'world', 'cup', 'build']"
1,qatar foundation reesha performing arts festival preparing showcase talents young innovative artists within qatar region global audiences fifa world cup qatar 2022,"['qatar', 'foundat', 'reesha', 'perform', 'art', 'festiv', 'prepar', 'showcas', 'talent', 'young', 'innov', 'artist', 'within', 'qatar', 'region', 'global', 'audienc', 'fifa', 'world', 'cup', 'qatar', '2022']"
2,watch fifa world cup qatar youre part problem,"['watch', 'fifa', 'world', 'cup', 'qatar', 'your', 'part', 'problem']"
0,2022 hyundai kona electric makes every drive enjoyable front ventilated heated seats book test drive get chance win trip fifa world cup qatar 2022 know,"['2022', 'hyundai', 'kona', 'electr', 'make', 'everi', 'drive', 'enjoy', 'front', 'ventil', 'heat', 'seat', 'book', 'test', 'drive', 'get', 'chanc', 'win', 'trip', 'fifa', 'world', 'cup', 'qatar', '2022', 'know']"
1,fifa world cup qatar 2022 projects boost national economic competitiveness,"['fifa', 'world', 'cup', 'qatar', '2022', 'project', 'boost', 'nation', 'econom', 'competit']"
2,argentinian mafia fifa world cup qatar 2022,"['argentinian', 'mafia', 'fifa', 'world', 'cup', 'qatar', '2022']"
2,qatar 2022 fifa world cup hospitality booking website previously displayed palestinian territory occupied changed palestine amp received mixed reactions palestinian pro palestine activists praising move zionist supporters deeming disgraceful,"['qatar', '2022', 'fifa', 'world', 'cup', 'hospit', 'book', 'websit', 'previous', 'display', 'palestinian', 'territori', 'occupi', 'chang', 'palestin', 'amp', 'receiv', 'mix', 'reaction', 'palestinian', 'pro', 'palestin', 'activist', 'prais', 'move', 'zionist', 'support', 'deem', 'disgrac']"
1,fifa released second single fifa world cup qatar 2022 official soundtrack,"['fifa', 'releas', 'second', 'singl', 'fifa', 'world', 'cup', 'qatar', '2022', 'offici', 'soundtrack']"
2,nff says eguavoen amuneke caused nigeria qatar 2022 fifa world cup ticket loss,"['nff', 'say', 'eguavoen', 'amunek', 'caus', 'nigeria', 'qatar', '2022', 'fifa', 'world', 'cup', 'ticket', 'loss']"
0,2022 fifa world cup countdown 91 days,"['2022', 'fifa', 'world', 'cup', 'countdown', '91', 'day']"
0,booked tickets events amp activities look forward trip,"['book', 'ticket', 'event', 'amp', 'activ', 'look', 'forward', 'trip']"
1,new song fits nicely whole world cup football fanatics vibe awesome know whole soundtrack going killer master,"['new', 'song', 'fit', 'nice', 'whole', 'world', 'cup', 'footbal', 'fanat', 'vibe', 'awesom', 'know', 'whole', 'soundtrack', 'go', 'killer', 'master']"
1,fifa world cup qatar 2022 projects boost national economy competitiveness,"['fifa', 'world', 'cup', 'qatar', '2022', 'project', 'boost', 'nation', 'economi', 'competit']"
1,new track dope cant get head dont say didnt warn yall,"['new', 'track', 'dope', 'cant', 'get', 'head', 'dont', 'say', 'didnt', 'warn', 'yall']"
1,moph collaborate organize mass casualty simulation exercise ahead fifa cup,"['moph', 'collabor', 'organ', 'mass', 'casualti', 'simul', 'exercis', 'ahead', 'fifa', 'cup']"
2,room indiscrimination fifa unification fans around world qatars deeply ingrained tradition unthinkable sports adventures lot visitors explore,"['room', 'indiscrimin', 'fifa', 'unif', 'fan', 'around', 'world', 'qatar', 'deepli', 'ingrain', 'tradit', 'unthink', 'sport', 'adventur', 'lot', 'visitor', 'explor']"
1,fifa world cup qatar 2022 projects enhance competitiveness national economy,"['fifa', 'world', 'cup', 'qatar', '2022', 'project', 'enhanc', 'competit', 'nation', 'economi']"
1,mass loss simulation exercise conducted fifa world cup qatar 2022,"['mass', 'loss', 'simul', 'exercis', 'conduct', 'fifa', 'world', 'cup', 'qatar', '2022']"
0,delegation visits build world cup 2022,"['deleg', 'visit', 'build', 'world', 'cup', '2022']"
0,mens 2022 fifa world cup qatar begin day earlier originally scheduled,"['men', '2022', 'fifa', 'world', 'cup', 'qatar', 'begin', 'day', 'earlier', 'origin', 'schedul']"
2,4 19 sponsors cup engaging risks migrant workers school report minus time running,"['4', '19', 'sponsor', 'cup', 'engag', 'risk', 'migrant', 'worker', 'school', 'report', 'minu', 'time', 'run']"
2,4 19 sponsors engaging risks migrant workers bhrrcs lack transparent info amp failure brands show assess risk alarming big name brands remain silent,"['4', '19', 'sponsor', 'engag', 'risk', 'migrant', 'worker', 'bhrrc', 'lack', 'transpar', 'info', 'amp', 'failur', 'brand', 'show', 'assess', 'risk', 'alarm', 'big', 'name', 'brand', 'remain', 'silent']"
1,amazing total around round 2 45 million tickets world cup 2022 sold till high tickets demand read,"['amaz', 'total', 'around', 'round', '2', '45', 'million', 'ticket', 'world', 'cup', '2022', 'sold', 'till', 'high', 'ticket', 'demand', 'read']"
2,fifa change qatar 2022 world cup kick date,"['fifa', 'chang', 'qatar', '2022', 'world', 'cup', 'kick', 'date']"
0,fifa world cup qatar 2022 countdown 92 days kicks,"['fifa', 'world', 'cup', 'qatar', '2022', 'countdown', '92', 'day', 'kick']"
1,fifa world cup qatar 2022 getting everyday closer better get flight ticket soon possible assure best deal,"['fifa', 'world', 'cup', 'qatar', '2022', 'get', 'everyday', 'closer', 'better', 'get', 'flight', 'ticket', 'soon', 'possibl', 'assur', 'best', 'deal']"
1,four years successfully concluded moscow east set host worlds viewed sporting spectacle,"['four', 'year', 'success', 'conclud', 'moscow', 'east', 'set', 'host', 'world', 'view', 'sport', 'spectacl']"
1,qatar sends 1 300 buses onto streets fifa world cup transport test,"['qatar', 'send', '1', '300', 'buse', 'onto', 'street', 'fifa', 'world', 'cup', 'transport', 'test']"
1,enthusiastic football fans brazil argentina ecuador uruguay canada usa mexico costa rica taking part north amp south american fan leader activation programme conducted fifa world cup qatar 2022 organisers ahmed bin ali stadium doha saturday,"['enthusiast', 'footbal', 'fan', 'brazil', 'argentina', 'ecuador', 'uruguay', 'canada', 'usa', 'mexico', 'costa', 'rica', 'take', 'part', 'north', 'amp', 'south', 'american', 'fan', 'leader', 'activ', 'programm', 'conduct', 'fifa', 'world', 'cup', 'qatar', '2022', 'organis', 'ahm', 'bin', 'ali', 'stadium', 'doha', 'saturday']"
1,fifa released latest single multi song 2022 official soundtrack named arhbo 20 august 2022 song directed kuwaiti director jassim abdullah al harban,"['fifa', 'releas', 'latest', 'singl', 'multi', 'song', '2022', 'offici', 'soundtrack', 'name', 'arhbo', '20', 'august', '2022', 'song', 'direct', 'kuwaiti', 'director', 'jassim', 'abdullah', 'al', 'harban']"
1,fifa world cup qatar 2022 ticket sales reached 2 45 million fifa said thursday 500 000 seats still available three months tournament starts qatar link information,"['fifa', 'world', 'cup', 'qatar', '2022', 'ticket', 'sale', 'reach', '2', '45', 'million', 'fifa', 'said', 'thursday', '500', '000', 'seat', 'still', 'avail', 'three', 'month', 'tournament', 'start', 'qatar', 'link', 'inform']"
0,3 months go matches dont forget check hot spots msheireb youll find want amp heres suggest qatar,"['3', 'month', 'go', 'match', 'dont', 'forget', 'check', 'hot', 'spot', 'msheireb', 'youll', 'find', 'want', 'amp', 'here', 'suggest', 'qatar']"
0,asian champions set participate four nation tournament austria part qatar 2022 preparations,"['asian', 'champion', 'set', 'particip', 'four', 'nation', 'tournament', 'austria', 'part', 'qatar', '2022', 'prepar']"
1,damn fifa world cup ost catchy,"['damn', 'fifa', 'world', 'cup', 'ost', 'catchi']"
1,oman air operate 48 match day shuttle flights muscat doha fifa world cup,"['oman', 'air', 'oper', '48', 'match', 'day', 'shuttl', 'flight', 'muscat', 'doha', 'fifa', 'world', 'cup']"
1,fifa world cup qatar 2022 2 45 mln tickets sold,"['fifa', 'world', 'cup', 'qatar', '2022', '2', '45', 'mln', 'ticket', 'sold']"
0,started countdown 93 days left think favourite win,"['start', 'countdown', '93', 'day', 'left', 'think', 'favourit', 'win']"
0,fifa world cup qatar 2022 countdown 93 days kicks,"['fifa', 'world', 'cup', 'qatar', '2022', 'countdown', '93', 'day', 'kick']"
1,qatar museums fire station preparing participate creative events accompanying fifa world cup qatar 2022,"['qatar', 'museum', 'fire', 'station', 'prepar', 'particip', 'creativ', 'event', 'accompani', 'fifa', 'world', 'cup', 'qatar', '2022']"
1,upcoming fifa world cup qatar 2022 really special one,"['upcom', 'fifa', 'world', 'cup', 'qatar', '2022', 'realli', 'special', 'one']"
0,world cup odds available,"['world', 'cup', 'odd', 'avail']"
0,tunisian football federation announced tunisia play friendly match brazil part preparations fifa world cup qatar 2022 read,"['tunisian', 'footbal', 'feder', 'announc', 'tunisia', 'play', 'friendli', 'match', 'brazil', 'part', 'prepar', 'fifa', 'world', 'cup', 'qatar', '2022', 'read']"
2,originally ordered replay qualifier following chaotic abandonment last year match would dead rubber agreement reached cancel,"['origin', 'order', 'replay', 'qualifi', 'follow', 'chaotic', 'abandon', 'last', 'year', 'match', 'would', 'dead', 'rubber', 'agreement', 'reach', 'cancel']"
2,9000 construction workers died building world cup outrage read report showing latest crimes 2022 fifa world cup qatar2022,"['9000', 'construct', 'worker', 'die', 'build', 'world', 'cup', 'outrag', 'read', 'report', 'show', 'latest', 'crime', '2022', 'fifa', 'world', 'cup', 'qatar2022']"
0,ghana face brazil tunisia 23 amp 27 september respectively friendlies 3 countries seek finalize preparations ahead 2022 venue games yet announced,"['ghana', 'face', 'brazil', 'tunisia', '23', 'amp', '27', 'septemb', 'respect', 'friendli', '3', 'countri', 'seek', 'final', 'prepar', 'ahead', '2022', 'venu', 'game', 'yet', 'announc']"
0,qatar national football team play three friendly games august prepare 2022 fifa world cup,"['qatar', 'nation', 'footbal', 'team', 'play', 'three', 'friendli', 'game', 'august', 'prepar', '2022', 'fifa', 'world', 'cup']"
0,black stars line friendly brazil friday september 23 2022 ahead qatar,"['black', 'star', 'line', 'friendli', 'brazil', 'friday', 'septemb', '23', '2022', 'ahead', 'qatar']"
1,announced thursday 2 45 million tickets sold qatar total 520 532 tickets sold last sales period running july 5 august 16 fifa world cup held november 20 december 18,"['announc', 'thursday', '2', '45', 'million', 'ticket', 'sold', 'qatar', 'total', '520', '532', 'ticket', 'sold', 'last', 'sale', 'period', 'run', 'juli', '5', 'august', '16', 'fifa', 'world', 'cup', 'held', 'novemb', '20', 'decemb', '18']"
2,work like robots discrimination exploitation migrant workers fifa world cup qatar 2022 hotels,"['work', 'like', 'robot', 'discrimin', 'exploit', 'migrant', 'worker', 'fifa', 'world', 'cup', 'qatar', '2022', 'hotel']"
1,stimulate transport world cup approx 4000 electric ac buses amp 14000 drivers cctv cameras smooth experience fans,"['stimul', 'transport', 'world', 'cup', 'approx', '4000', 'electr', 'ac', 'buse', 'amp', '14000', 'driver', 'cctv', 'camera', 'smooth', 'experi', 'fan']"
2,9000 construction workers died building world cup tournament outrage free report shows latest crimes injustices leading 2022 fifa world cup,"['9000', 'construct', 'worker', 'die', 'build', 'world', 'cup', 'tournament', 'outrag', 'free', 'report', 'show', 'latest', 'crime', 'injustic', 'lead', '2022', 'fifa', 'world', 'cup']"
0,travel tips world cup tourists 100 days go fifa world cup qatar 2022 tm,"['travel', 'tip', 'world', 'cup', 'tourist', '100', 'day', 'go', 'fifa', 'world', 'cup', 'qatar', '2022', 'tm']"
2,teams amp players begin speak amp big brands remain silent 47 fifa partners amp 35 wc sponsors public human rights policy,"['team', 'amp', 'player', 'begin', 'speak', 'amp', 'big', 'brand', 'remain', 'silent', '47', 'fifa', 'partner', 'amp', '35', 'wc', 'sponsor', 'public', 'human', 'right', 'polici']"
2,100 days go till sponsors amp sponsors failed disclose crucial information human rights amp recruitment risk management four 19 sponsors approached migrant worker risks responded 1,"['100', 'day', 'go', 'till', 'sponsor', 'amp', 'sponsor', 'fail', 'disclos', 'crucial', 'inform', 'human', 'right', 'amp', 'recruit', 'risk', 'manag', 'four', '19', 'sponsor', 'approach', 'migrant', 'worker', 'risk', 'respond', '1']"
0,fifa world cup qatar 2022 logo png vector,"['fifa', 'world', 'cup', 'qatar', '2022', 'logo', 'png', 'vector']"
1,ticket sales reach 2 45 million 2022 fifa world cup,"['ticket', 'sale', 'reach', '2', '45', 'million', '2022', 'fifa', 'world', 'cup']"
0,2022 hyundai kona electric designed drive future comes dc quick charging 57 min one kind experience book test drive today get chance win trip two fifa world cup qatar 2022,"['2022', 'hyundai', 'kona', 'electr', 'design', 'drive', 'futur', 'come', 'dc', 'quick', 'charg', '57', 'min', 'one', 'kind', 'experi', 'book', 'test', 'drive', 'today', 'get', 'chanc', 'win', 'trip', 'two', 'fifa', 'world', 'cup', 'qatar', '2022']"
0,side 2022 qatar world cup know visit website,"['side', '2022', 'qatar', 'world', 'cup', 'know', 'visit', 'websit']"
0,pod alert look journey back redemption shoulders new generation ft editor one hottest takes series far,"['pod', 'alert', 'look', 'journey', 'back', 'redempt', 'shoulder', 'new', 'gener', 'ft', 'editor', 'one', 'hottest', 'take', 'seri', 'far']"
0,1 check fifa qatar 2022 portal dropped seeing 3 pages options coveted 25 27 nov weekend 2 checking world cup experience comes 10 nts 4 hope post article days,"['1', 'check', 'fifa', 'qatar', '2022', 'portal', 'drop', 'see', '3', 'page', 'option', 'covet', '25', '27', 'nov', 'weekend', '2', 'check', 'world', 'cup', 'experi', 'come', '10', 'nt', '4', 'hope', 'post', 'articl', 'day']"
1,fifa world cup qatar 2022 ticket sales hit 2 45 million,"['fifa', 'world', 'cup', 'qatar', '2022', 'ticket', 'sale', 'hit', '2', '45', 'million']"
0,eighty lucky winners receive packages two people attend matches fifa world cup qatar 2022 hosted first time ever middle east,"['eighti', 'lucki', 'winner', 'receiv', 'packag', 'two', 'peopl', 'attend', 'match', 'fifa', 'world', 'cup', 'qatar', '2022', 'host', 'first', 'time', 'ever', 'middl', 'east']"
0,tickets matches 5 lucky winners successfully apply covered card via adib mobile banking app 31 aug amp get 2 draw entries amp cs apply visit,"['ticket', 'match', '5', 'lucki', 'winner', 'success', 'appli', 'cover', 'card', 'via', 'adib', 'mobil', 'bank', 'app', '31', 'aug', 'amp', 'get', '2', 'draw', 'entri', 'amp', 'cs', 'appli', 'visit']"
1,bts perform world cup opening ceremony bts taken outstanding pace globalize new project emphasizing qatar world cup 2022 bts perform know visit website,"['bt', 'perform', 'world', 'cup', 'open', 'ceremoni', 'bt', 'taken', 'outstand', 'pace', 'global', 'new', 'project', 'emphas', 'qatar', 'world', 'cup', '2022', 'bt', 'perform', 'know', 'visit', 'websit']"
0,team ready fifa world cup qatar 2022 bfc collection reward holders world cup stay tuned,"['team', 'readi', 'fifa', 'world', 'cup', 'qatar', '2022', 'bfc', 'collect', 'reward', 'holder', 'world', 'cup', 'stay', 'tune']"
0,academy en wague struggled acl injury past 18 months recapture form new club amp earn call two playes could face qatar amp sen,"['academi', 'en', 'wagu', 'struggl', 'acl', 'injuri', 'past', '18', 'month', 'recaptur', 'form', 'new', 'club', 'amp', 'earn', 'call', 'two', 'play', 'could', 'face', 'qatar', 'amp', 'sen']"
1,ticket sales reach 2 45 million 2022 world cup read,"['ticket', 'sale', 'reach', '2', '45', 'million', '2022', 'world', 'cup', 'read']"
0,2022 hyundai kona electric makes every drive enjoyable book test drive get chance win trip fifa world cup qatar 2022 know click,"['2022', 'hyundai', 'kona', 'electr', 'make', 'everi', 'drive', 'enjoy', 'book', 'test', 'drive', 'get', 'chanc', 'win', 'trip', 'fifa', 'world', 'cup', 'qatar', '2022', 'know', 'click']"
1,fifa world cup qatar 2022 ticket sales reach 2 45 million half million tickets sold latest sales period high demand arab region americas europe launch date next sales phase announced late september,"['fifa', 'world', 'cup', 'qatar', '2022', 'ticket', 'sale', 'reach', '2', '45', 'million', 'half', 'million', 'ticket', 'sold', 'latest', 'sale', 'period', 'high', 'demand', 'arab', 'region', 'america', 'europ', 'launch', 'date', 'next', 'sale', 'phase', 'announc', 'late', 'septemb']"
1,let go doha fifa announced 2 45 million tix sold world cup qatar 2022 tickets high demand fans arab region americas europe plus going another sales phase announced late september,"['let', 'go', 'doha', 'fifa', 'announc', '2', '45', 'million', 'tix', 'sold', 'world', 'cup', 'qatar', '2022', 'ticket', 'high', 'demand', 'fan', 'arab', 'region', 'america', 'europ', 'plu', 'go', 'anoth', 'sale', 'phase', 'announc', 'late', 'septemb']"
1,2 45 million tickets sold fifa world cup qatar 2022,"['2', '45', 'million', 'ticket', 'sold', 'fifa', 'world', 'cup', 'qatar', '2022']"
1,qatar 2022 ticket sales reach 2 45 million,"['qatar', '2022', 'ticket', 'sale', 'reach', '2', '45', 'million']"
1,doubt amaze even expectations already super high cant waitttt,"['doubt', 'amaz', 'even', 'expect', 'alreadi', 'super', 'high', 'cant', 'waitttt']"
0,fifa world cup qatar 2022 countdown 94 days kicks,"['fifa', 'world', 'cup', 'qatar', '2022', 'countdown', '94', 'day', 'kick']"
0,new work intern countdown begun 9 4 days go,"['new', 'work', 'intern', 'countdown', 'begun', '9', '4', 'day', 'go']"
0,fifa world cup 2022 stadia education city fifa world cup takes place qatar 32 teams competing crowned world champions,"['fifa', 'world', 'cup', '2022', 'stadia', 'educ', 'citi', 'fifa', 'world', 'cup', 'take', 'place', 'qatar', '32', 'team', 'compet', 'crown', 'world', 'champion']"
